County,Households Served,Individuals Served,Pounds of Food Distributed,Children Served via non-federal child nutrition programs,Pounds of food distributed via non-federal child nutrition progr,Virginia City/County Boundaries,LAT,LON,MTW Status,Pop2010,OHU2010,NUMGQTRS,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lakidshalf,laseniorshalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lakids1,laseniors1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lakids10,laseniors10,lawhite10,lablack10,laasian10,lanhopi10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,lapop20,lalowi20,lakids20,laseniors20,lawhite20,lablack20,laasian20,lanhopi20,laaian20,laomultir20,lahisp20,lahunv20,lasnap20,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,PCTGQTRS,PovertyRate,MedianFamilyIncome,Urban,GroupQuartersFlag,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,lapophalfshare,lalowihalfshare,lakidshalfshare,laseniorshalfshare,lawhitehalfshare,lablackhalfshare,laasianhalfshare,lanhopihalfshare,laaianhalfshare,laomultirhalfshare,lahisphalfshare,lahunvhalfshare,lasnaphalfshare,lapop1share,lalowi1share,lakids1share,laseniors1share,lawhite1share,lablack1share,laasian1share,lanhopi1share,laaian1share,laomultir1share,lahisp1share,lahunv1share,lasnap1share,lapop10share,lalowi10share,lakids10share,laseniors10share,lawhite10share,lablack10share,laasian10share,lanhopi10share,laaian10share,laomultir10share,lahisp10share,lahunv10share,lasnap10share,lapop20share,lalowi20share,lakids20share,laseniors20share,lawhite20share,lablack20share,laasian20share,lanhopi20share,laaian20share,laomultir20share,lahisp20share,lahunv20share,lasnap20share
Richmond City,82750.0,784495.0,238010.0,0.0,0.0,62.0,37.53139899999999,-77.47600849999998,Matching and updated,204214.0,87151.0,12725.0,43068.0,133060.0,43068.0,13312.0,58060.0,13312.0,133060.0,58060.0,25967.0,15618.0,52809.0,69756.0,2926.0,94.0,464.0,7016.0,7374.0,9094.0,9010.0,43068.0,13312.0,7499.0,6663.0,21131.0,19551.0,627.0,29.0,137.0,1584.0,1555.0,2400.0,2290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95275.0,38009.0,22619.0,83288.0,103342.0,4750.0,158.0,705.0,11971.0,12803.0,15181.0,14305.0,4.876818181818182,23.483333333333334,76242.375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,66.92253968253968,28.618412698412698,13.023650793650793,8.022539682539682,26.712222222222223,35.36507936507937,1.3215873015873016,0.05174603174603175,0.2303174603174603,3.2395238095238095,3.34952380952381,11.403809523809525,11.301269841269841,33.390869565217386,11.623260869565218,6.0660869565217395,5.05304347826087,14.256739130434784,17.280217391304348,0.4471739130434782,0.03347826086956522,0.1126086956521739,1.2626086956521738,1.2458695652173915,4.6767391304347825,4.832391304347826,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond County,115.0,244.0,14011865.0,0.0,0.0,1012.0,37.94289349999999,-76.7305609,Matching and updated,9254.0,3159.0,1792.0,297.0,297.0,0.0,220.0,220.0,0.0,8786.0,3401.0,1547.0,1505.0,5643.0,2699.0,38.0,2.0,32.0,371.0,495.0,206.0,475.0,7986.0,3129.0,1453.0,1378.0,5123.0,2462.0,30.0,2.0,25.0,344.0,428.0,179.0,439.0,297.0,220.0,31.0,110.0,223.0,67.0,0.0,0.0,0.0,6.0,0.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,1591.0,1682.0,6001.0,2804.0,40.0,2.0,34.0,373.0,510.0,243.0,497.0,21.375,11.9,57916.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.675,36.22,16.465,15.850000000000001,60.995000000000005,29.965,0.425,0.02,0.33,3.94,5.175000000000001,5.17,15.25,88.295,33.705,15.595,14.68,56.19,27.78,0.355,0.02,0.26,3.6950000000000003,4.550000000000001,4.529999999999999,14.395,5.49,4.06,0.58,2.02,4.12,1.24,0.0,0.0,0.0,0.12,0.0,1.17,1.16,,,,,,,,,,,,,
Roanoke City,64561.0,286044.0,3567947.090000001,12985.0,58708.0,1440.0,37.27783010000001,-79.95847159999998,Matching and updated,97032.0,42712.0,2126.0,18140.0,64662.0,18140.0,7060.0,27638.0,7060.0,64662.0,27638.0,14182.0,8764.0,40641.0,19323.0,1102.0,39.0,185.0,3373.0,3385.0,3806.0,5363.0,18140.0,7060.0,3993.0,2480.0,12424.0,4557.0,280.0,21.0,52.0,806.0,724.0,949.0,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41826.0,21126.0,13836.0,62343.0,27612.0,1704.0,53.0,279.0,5041.0,5345.0,5749.0,7777.0,4.1091304347826085,20.869565217391308,58220.217391304344,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,67.38913043478263,28.8491304347826,13.986521739130433,8.620434782608696,42.95695652173913,19.569565217391304,1.1582608695652175,0.0382608695652174,0.18869565217391304,3.4778260869565214,3.488695652173913,9.255652173913044,12.841304347826087,23.266666666666666,8.844444444444447,4.822777777777778,3.0666666666666664,16.619444444444444,5.201111111111111,0.3794444444444445,0.027777777777777776,0.065,0.9733333333333333,0.8944444444444444,2.7827777777777776,3.9366666666666656,,,,,,,,,,,,,,,,,,,,,,,,,,
Roanoke County,3430.0,10430.0,161408.18999999997,3339.0,27720.0,756.0,37.3310768,-80.19011009999998,Matching and updated,92376.0,37608.0,2328.0,20488.0,48892.0,20363.0,3139.0,9387.0,3112.0,73006.0,13841.0,16028.0,12172.0,66519.0,3222.0,1804.0,23.0,106.0,1333.0,1293.0,1192.0,1683.0,42089.0,7069.0,9158.0,6786.0,38769.0,1623.0,956.0,13.0,66.0,665.0,611.0,541.0,884.0,125.0,27.0,26.0,15.0,122.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18728.0,20113.0,15912.0,83140.0,4643.0,2466.0,27.0,137.0,1963.0,1951.0,1783.0,2331.0,2.724444444444445,7.472222222222222,81539.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,79.53055555555554,15.21166666666667,17.215,13.16,72.41555555555556,3.6555555555555554,1.8688888888888888,0.026111111111111113,0.11277777777777777,1.4494444444444445,1.3588888888888888,3.089444444444444,4.700555555555556,51.43062499999999,8.793125,10.95625,8.204375,47.255,2.1506250000000002,1.11625,0.015000000000000001,0.08125,0.813125,0.731875,1.59375,2.855,1.72,0.38,0.36,0.2,1.67,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.07,,,,,,,,,,,,,
Rockbridge County,21131.0,34002.0,189356.01,0.0,868.0,1536.0,37.8145174,-79.4477537,Matching and updated,22307.0,9555.0,175.0,4456.0,4456.0,0.0,1626.0,1626.0,0.0,21702.0,7421.0,4113.0,4533.0,20583.0,544.0,90.0,3.0,104.0,378.0,281.0,279.0,903.0,20301.0,6856.0,3891.0,4311.0,19323.0,463.0,64.0,2.0,95.0,354.0,247.0,259.0,840.0,4456.0,1626.0,895.0,890.0,4171.0,143.0,10.0,0.0,29.0,104.0,65.0,67.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7715.0,4264.0,4620.0,21097.0,594.0,104.0,3.0,106.0,403.0,296.0,290.0,891.0,0.635,13.399999999999999,62963.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,97.9,34.5375,18.81,20.2775,92.66250000000001,2.6475,0.37,0.01,0.48750000000000004,1.7175,1.305,2.96,9.85,92.445,32.355000000000004,17.96,19.415,87.71,2.3674999999999997,0.275,0.0075,0.4575,1.6275000000000002,1.19,2.7975,9.2825,21.7575,7.7775,4.41,4.3525,20.375,0.69,0.055,0.0,0.16999999999999998,0.4700000000000001,0.30500000000000005,0.73,2.66,,,,,,,,,,,,,
Rockingham County,19620.0,40314.0,1015502.9700000001,0.0,0.0,1392.0,38.51125739999999,-78.876307,Matching and updated,76314.0,29177.0,1471.0,7541.0,13756.0,6253.0,2119.0,3334.0,1726.0,71665.0,19024.0,16984.0,11175.0,67040.0,1164.0,432.0,10.0,177.0,2846.0,3606.0,1661.0,1742.0,61184.0,16284.0,14720.0,9474.0,57650.0,869.0,344.0,8.0,119.0,2198.0,2767.0,1417.0,1509.0,1288.0,393.0,275.0,214.0,1261.0,1.0,3.0,0.0,3.0,20.0,11.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20898.0,18072.0,11964.0,71182.0,1273.0,460.0,10.0,209.0,3180.0,4076.0,1852.0,1968.0,1.3542105263157895,10.521052631578947,69595.68421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.33263157894737,26.832105263157896,22.62263157894737,14.52157894736842,89.17736842105263,1.455263157894737,0.47105263157894744,0.011578947368421053,0.24105263157894738,3.9794736842105265,5.070526315789474,5.7494736842105265,6.6410526315789475,83.71421052631578,23.53684210526316,20.086842105263155,12.636842105263158,78.72105263157896,1.145263157894737,0.38315789473684214,0.008947368421052633,0.18210526315789477,3.2742105263157892,4.156842105263159,5.00578947368421,5.870526315789474,13.103333333333333,4.213333333333333,2.7433333333333336,2.2433333333333336,12.846666666666666,0.006666666666666667,0.02666666666666667,0.0,0.03333333333333333,0.19000000000000003,0.10333333333333333,0.5499999999999999,0.61,,,,,,,,,,,,,
Russell County,11873.0,25024.0,382311.02999999997,0.0,0.0,1274.0,36.93341980000001,-82.0959342,Matching and updated,28897.0,11943.0,434.0,481.0,481.0,0.0,284.0,284.0,0.0,27930.0,12128.0,5715.0,4525.0,27342.0,215.0,44.0,1.0,54.0,274.0,254.0,679.0,1905.0,26524.0,11553.0,5442.0,4279.0,26013.0,179.0,29.0,1.0,53.0,249.0,236.0,611.0,1823.0,481.0,284.0,103.0,83.0,478.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11677.0,5905.0,4740.0,28270.0,233.0,53.0,1.0,55.0,285.0,275.0,665.0,1809.0,1.4614285714285715,20.085714285714285,52293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.46142857142857,41.971428571428575,19.93857142857143,15.694285714285714,95.52285714285713,0.6757142857142856,0.12714285714285714,0.002857142857142857,0.2085714285714286,0.9199999999999999,0.9157142857142857,5.485714285714286,16.32857142857143,93.48714285714286,40.37714285714286,19.162857142857145,15.02,91.7642857142857,0.5771428571428573,0.08714285714285715,0.002857142857142857,0.20714285714285716,0.8485714285714285,0.8557142857142858,5.061428571428571,15.754285714285714,3.0999999999999996,1.79,0.66,0.5299999999999999,3.07,0.0075,0.0025,0.0,0.0,0.017499999999999998,0.02,0.07,0.5874999999999999,,,,,,,,,,,,,
Salem City,9499.0,25583.0,327901.18,0.0,0.0,1272.0,37.28533290000001,-80.0552407,Matching and updated,24802.0,10045.0,1718.0,5805.0,16705.0,5805.0,1181.0,3923.0,1181.0,16705.0,3923.0,3492.0,2970.0,15076.0,906.0,270.0,1.0,44.0,408.0,372.0,482.0,441.0,5805.0,1181.0,1312.0,859.0,5329.0,221.0,109.0,0.0,18.0,127.0,110.0,163.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5793.0,4934.0,4240.0,21872.0,1763.0,402.0,6.0,62.0,697.0,601.0,677.0,645.0,5.866,9.02,77564.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,69.342,16.244,14.468,12.272,62.772000000000006,3.54,1.1199999999999999,0.004,0.182,1.7260000000000002,1.58,4.587999999999999,4.4159999999999995,26.51,5.346,5.952,3.9560000000000004,24.43,0.932,0.48599999999999993,0.0,0.078,0.586,0.5239999999999999,1.616,1.438,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott County,8473.0,16998.0,316239.55,106.0,2611.0,720.0,36.71277829999999,-82.6136268,Matching and updated,23177.0,9775.0,652.0,3602.0,4865.0,1818.0,1321.0,1867.0,608.0,21896.0,9166.0,4235.0,4289.0,21449.0,127.0,32.0,11.0,45.0,231.0,224.0,698.0,1562.0,19447.0,8142.0,3797.0,3702.0,19105.0,61.0,24.0,11.0,38.0,207.0,209.0,587.0,1377.0,1784.0,713.0,358.0,338.0,1754.0,1.0,0.0,11.0,4.0,13.0,34.0,41.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8671.0,4476.0,4570.0,22700.0,135.0,36.0,12.0,52.0,242.0,234.0,680.0,1467.0,2.618333333333333,18.700000000000003,51261.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.48,39.615,18.298333333333332,18.53,92.52666666666666,0.5766666666666667,0.13833333333333334,0.04666666666666667,0.19499999999999998,0.9983333333333334,0.965,7.13,16.22666666666667,83.49333333333333,35.04833333333334,16.321666666666665,15.911666666666667,82.03333333333335,0.26166666666666666,0.10500000000000002,0.04666666666666667,0.16666666666666666,0.88,0.895,6.008333333333333,14.271666666666668,11.38,4.5725,2.2825,2.1525,11.187499999999998,0.0075,0.0,0.07,0.0275,0.0875,0.2175,0.605,1.3475000000000001,,,,,,,,,,,,,
Shenandoah County,14013.0,37085.0,1037063.13,0.0,0.0,1116.0,38.856204,-78.57398669999999,Matching and updated,41993.0,17076.0,427.0,3809.0,7758.0,3690.0,1343.0,2768.0,1327.0,36431.0,11474.0,7899.0,6673.0,34338.0,573.0,169.0,6.0,75.0,1269.0,1824.0,840.0,1469.0,28372.0,8335.0,5980.0,5186.0,27086.0,286.0,107.0,6.0,60.0,828.0,1118.0,577.0,1035.0,119.0,16.0,21.0,31.0,118.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13792.0,9229.0,7768.0,39070.0,734.0,217.0,7.0,101.0,1864.0,2577.0,1076.0,1793.0,0.7322222222222222,8.97777777777778,71691.44444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.03,24.907777777777778,18.965555555555557,16.805555555555557,85.52666666666666,1.0588888888888888,0.3788888888888889,0.01777777777777778,0.18444444444444447,2.8655555555555554,4.061111111111112,4.503333333333334,7.523333333333334,77.50555555555555,20.055555555555557,15.958888888888891,14.473333333333333,74.32999999999998,0.68,0.2877777777777778,0.01777777777777778,0.15777777777777777,2.0311111111111115,2.7044444444444444,3.464444444444444,5.892222222222222,4.61,0.63,0.82,1.21,4.57,0.0,0.03,0.0,0.0,0.01,0.0,0.24,0.2,,,,,,,,,,,,,
Smyth County,18529.0,56941.0,1410210.3099999998,4625.0,125299.0,1068.0,36.842318299999995,-81.5397861,Matching and updated,32208.0,13319.0,774.0,1226.0,3290.0,1024.0,370.0,1332.0,290.0,30388.0,13225.0,6392.0,5373.0,29128.0,595.0,72.0,3.0,41.0,549.0,486.0,1176.0,2178.0,24924.0,10700.0,5345.0,4315.0,24275.0,218.0,49.0,1.0,32.0,349.0,297.0,871.0,1838.0,202.0,80.0,28.0,53.0,196.0,1.0,0.0,0.0,0.0,4.0,2.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13074.0,6717.0,5846.0,30847.0,640.0,82.0,3.0,42.0,594.0,527.0,1196.0,2212.0,2.56,19.477777777777778,51163.666666666664,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.96444444444445,41.50333333333334,19.93777777777778,16.683333333333334,90.88111111111112,2.0444444444444447,0.23111111111111113,0.01,0.14777777777777779,1.6533333333333333,1.4533333333333334,8.682222222222222,16.824444444444445,79.20333333333332,34.14,16.976666666666667,13.714444444444446,77.10444444444445,0.708888888888889,0.16333333333333333,0.0044444444444444444,0.11666666666666667,1.11,0.9544444444444444,6.57,14.459999999999999,1.8099999999999998,0.7133333333333334,0.26333333333333336,0.46666666666666673,1.7666666666666668,0.006666666666666667,0.006666666666666667,0.0,0.0,0.03333333333333333,0.023333333333333334,0.11333333333333333,0.3433333333333333,,,,,,,,,,,,,
Southampton County,6813.0,14765.0,237076.0,1040.0,14871.0,192.0,36.7201725,-77.10385559999999,Matching and updated,18570.0,6719.0,1567.0,4041.0,4041.0,0.0,946.0,946.0,0.0,18470.0,4796.0,3898.0,2807.0,11142.0,6891.0,46.0,6.0,62.0,322.0,199.0,481.0,1088.0,18280.0,4771.0,3861.0,2783.0,11014.0,6832.0,46.0,6.0,62.0,321.0,197.0,478.0,1070.0,4041.0,946.0,574.0,586.0,2057.0,1920.0,6.0,0.0,12.0,47.0,47.0,66.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4533.0,3918.0,2828.0,11215.0,6916.0,46.0,6.0,62.0,325.0,203.0,438.0,1060.0,20.428,8.16,65298.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,99.686,23.161999999999995,18.216,14.35,56.778,40.77,0.20999999999999996,0.028000000000000004,0.35,1.548,1.058,5.074,12.495999999999999,99.088,23.083999999999996,18.101999999999997,14.276,56.372,40.58200000000001,0.20999999999999996,0.028000000000000004,0.35,1.544,1.052,5.05,12.354000000000001,44.7025,7.175000000000001,4.272500000000001,5.7575,21.42,22.805,0.0475,0.0,0.1,0.3325,0.4275,1.25,2.7199999999999998,,,,,,,,,,,,,
Spotsylvania County,27965.0,91912.0,1834737.0,21297.0,59953.0,1044.0,38.18231120000001,-77.6562804,Matching and updated,122397.0,41942.0,524.0,31176.0,64666.0,31158.0,6094.0,13212.0,6088.0,106866.0,21747.0,29995.0,10251.0,81663.0,15802.0,2447.0,121.0,336.0,6494.0,7502.0,1211.0,2731.0,71430.0,14297.0,19834.0,6883.0,56189.0,9728.0,1425.0,65.0,223.0,3794.0,4146.0,684.0,1739.0,18.0,6.0,4.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26889.0,34043.0,12114.0,92452.0,18671.0,2825.0,143.0,397.0,7909.0,9278.0,1436.0,3258.0,0.42300000000000004,7.879999999999999,95999.33333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,88.07966666666667,17.613999999999997,24.682666666666655,8.376666666666667,67.836,12.636666666666665,1.9163333333333334,0.10166666666666666,0.27366666666666667,5.313999999999998,6.133,2.7740000000000005,6.431666666666667,62.122068965517244,12.278620689655174,17.241724137931037,5.9048275862068955,49.217586206896556,8.223103448275863,1.1703448275862067,0.05862068965517242,0.19275862068965519,3.260689655172414,3.561724137931034,1.6624137931034484,4.422758620689655,0.25,0.09,0.065,0.035,0.245,0.005,0.0,0.0,0.0,0.0,0.0,0.025,0.025,,,,,,,,,,,,,
Stafford County,15742.0,47147.0,655335.0,10892.0,22273.0,480.0,38.41538559999999,-77.45487189999999,Matching and updated,128961.0,41769.0,3593.0,43077.0,75628.0,43077.0,5580.0,10866.0,5580.0,107375.0,15423.0,30601.0,8344.0,79141.0,17598.0,2953.0,125.0,478.0,7083.0,9073.0,655.0,1519.0,72431.0,9768.0,19888.0,5835.0,54536.0,11069.0,1973.0,81.0,329.0,4443.0,5710.0,367.0,932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20466.0,37197.0,9464.0,93483.0,21881.0,3620.0,164.0,576.0,9237.0,11875.0,915.0,2200.0,4.523333333333333,6.333333333333335,117007.76923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,84.07814814814816,12.652962962962963,22.88703703703704,6.853703703703703,63.952222222222225,12.361851851851851,2.17,0.09111111111111111,0.4133333333333334,5.088148148148148,6.522962962962964,1.6011111111111107,3.2748148148148144,62.877199999999995,9.339999999999998,16.2388,5.377999999999999,48.9428,8.4544,1.5848000000000002,0.0664,0.3268,3.5008000000000004,4.4804,1.054,2.2128,,,,,,,,,,,,,,,,,,,,,,,,,,
Staunton City,5828.0,65928.0,290763.58,0.0,9356.0,84.0,38.1580558,-79.0615011,Matching and updated,23746.0,10480.0,1185.0,522.0,6236.0,522.0,195.0,2365.0,195.0,12203.0,4145.0,2487.0,2473.0,10365.0,1366.0,79.0,6.0,19.0,368.0,248.0,338.0,372.0,1986.0,608.0,361.0,566.0,1818.0,103.0,21.0,1.0,3.0,38.0,20.0,42.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7930.0,4615.0,4690.0,19874.0,2885.0,185.0,7.0,48.0,747.0,513.0,692.0,815.0,6.373333333333334,13.350000000000001,65788.66666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,40.35833333333334,14.22,8.183333333333332,7.933333333333333,33.93833333333334,4.868333333333333,0.27666666666666667,0.021666666666666667,0.065,1.19,0.85,2.518333333333333,3.16,7.18,2.3040000000000003,1.282,1.9599999999999997,6.526000000000001,0.404,0.094,0.002,0.01,0.142,0.08,0.354,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,
Suffolk City,26311.0,60545.0,819441.0,2103.0,28510.0,1488.0,36.69715730000001,-76.63478080000002,Matching and updated,84585.0,30868.0,1128.0,18968.0,42988.0,18809.0,3274.0,9697.0,3255.0,66105.0,15109.0,16934.0,8050.0,37749.0,25109.0,1075.0,42.0,219.0,1916.0,1707.0,1379.0,2937.0,40485.0,8258.0,9795.0,5375.0,25436.0,13267.0,586.0,21.0,147.0,1027.0,867.0,646.0,1515.0,159.0,19.0,25.0,30.0,147.0,7.0,1.0,0.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21924.0,22137.0,9727.0,44197.0,36120.0,1350.0,54.0,268.0,2596.0,2415.0,2271.0,4280.0,1.4703571428571431,10.521428571428574,81745.39285714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,83.05464285714285,18.806071428571432,20.37857142857143,10.845714285714283,49.9275,29.496071428571423,1.0964285714285715,0.045,0.29464285714285715,2.195,1.8757142857142857,4.756785714285713,9.822857142857144,60.06692307692309,11.945384615384617,13.99576923076923,8.344999999999999,39.566538461538464,18.096923076923076,0.713846153846154,0.026538461538461545,0.23576923076923073,1.4280769230769232,1.1511538461538462,2.6980769230769233,5.769230769230769,11.41,1.37,1.8,2.16,10.5,0.5,0.05,0.0,0.02,0.36,0.38,0.61,0.37,,,,,,,,,,,,,
Surry County,1132.0,2076.0,337318.0,0.0,0.0,972.0,37.1197611,-76.8801717,Matching and updated,7058.0,2826.0,0.0,2115.0,2115.0,0.0,553.0,553.0,0.0,7058.0,2247.0,1487.0,1121.0,3618.0,3254.0,24.0,2.0,21.0,139.0,86.0,200.0,396.0,7058.0,2247.0,1487.0,1121.0,3618.0,3254.0,24.0,2.0,21.0,139.0,86.0,200.0,396.0,2115.0,553.0,420.0,353.0,1183.0,878.0,7.0,1.0,7.0,40.0,25.0,36.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2154.0,1487.0,1121.0,3618.0,3254.0,24.0,2.0,21.0,139.0,86.0,193.0,378.0,0.0,13.6,62576.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,32.065,21.049999999999997,15.885000000000002,51.22,46.125,0.345,0.03,0.3,1.9700000000000002,1.22,7.105,14.024999999999999,100.0,32.065,21.049999999999997,15.885000000000002,51.22,46.125,0.345,0.03,0.3,1.9700000000000002,1.22,7.105,14.024999999999999,29.770000000000003,7.855,5.904999999999999,4.97,16.715,12.285,0.095,0.015,0.105,0.56,0.35,1.285,3.9800000000000004,,,,,,,,,,,,,
Sussex County,4640.0,10899.0,260376.0,1037.0,14458.0,2856.0,36.9266454,-77.2597319,Matching and updated,12087.0,3994.0,2593.0,6464.0,6464.0,0.0,1668.0,1668.0,0.0,11417.0,4139.0,1876.0,1641.0,4428.0,6693.0,33.0,0.0,22.0,241.0,260.0,298.0,616.0,10743.0,3823.0,1708.0,1531.0,4179.0,6279.0,32.0,0.0,20.0,233.0,255.0,264.0,534.0,6464.0,1668.0,790.0,737.0,2548.0,3793.0,20.0,0.0,13.0,90.0,115.0,88.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3297.0,2028.0,1752.0,4747.0,7023.0,48.0,0.0,23.0,246.0,268.0,313.0,673.0,28.444,14.160000000000002,55877.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,92.42,30.122000000000003,13.802000000000001,11.858,33.708000000000006,56.458000000000006,0.254,0.0,0.16399999999999998,1.832,2.0740000000000003,5.858,12.236,84.784,26.552,11.904,10.608,30.884000000000004,51.778000000000006,0.242,0.0,0.144,1.732,2.018,4.942,10.002,66.36250000000001,13.1375,6.3,5.9725,23.225,41.97,0.1875,0.0,0.1175,0.8574999999999999,1.2374999999999998,2.0425,4.88,,,,,,,,,,,,0.0,0.0
